:START_ID,:END_ID,:TYPE,restriction,label
obo.IAO_0000001,obo.IAO_0000033,is_a,,
obo.IAO_0000003,obo.IAO_0000009,is_a,,
obo.IAO_0000006,obo.IAO_0000030,is_a,,
obo.IAO_0000009,obo.IAO_0000030,is_a,,
obo.IAO_0000010,obo.IAO_0000104,is_a,,
obo.IAO_0000013,obo.IAO_0000088,is_a,,
obo.IAO_0000013,obo.IAO_0000311,is_a,,
obo.IAO_0000015,AND_1,equivalent_to,,
obo.BFO_0000019,AND_1,member_of,,
BLANK_7,AND_1,member_of,,
BLANK_7,obo.IAO_0000030,obo.RO_0000059,SOME,concretizes
obo.IAO_0000017,obo.IAO_0000028,is_a,,
obo.IAO_0000025,obo.IAO_0000104,is_a,,
obo.IAO_0000029,obo.IAO_0000028,is_a,,
obo.IAO_0000031,obo.IAO_0000029,is_a,,
obo.IAO_0000034,obo.IAO_0000001,is_a,,
obo.IAO_0000037,obo.IAO_0000038,is_a,,
obo.IAO_0000038,obo.IAO_0000309,is_a,,
obo.IAO_0000055,obo.IAO_0000001,is_a,,
obo.IAO_0000057,obo.IAO_0000038,is_a,,
obo.IAO_0000064,obo.IAO_0000104,is_a,,
obo.IAO_0000065,obo.IAO_0000064,is_a,,
obo.IAO_0000079,obo.IAO_0000038,is_a,,
obo.IAO_0000088,obo.IAO_0000310,is_a,,
obo.IAO_0000096,obo.IAO_0000033,is_a,,
obo.IAO_0000098,obo.IAO_0000033,is_a,,
obo.IAO_0000101,obo.IAO_0000308,is_a,,
obo.IAO_0000129,obo.IAO_0000028,is_a,,
obo.IAO_0000131,obo.IAO_0000028,is_a,,
obo.IAO_0000132,obo.IAO_0000028,is_a,,
obo.IAO_0000140,obo.IAO_0000027,is_a,,
obo.IAO_0000144,obo.IAO_0000300,is_a,,
obo.IAO_0000179,obo.IAO_0000038,is_a,,
obo.IAO_0000180,obo.IAO_0000038,is_a,,
obo.IAO_0000181,obo.IAO_0000038,is_a,,
obo.IAO_0000183,obo.IAO_0000038,is_a,,
obo.IAO_0000184,obo.IAO_0000038,is_a,,
obo.IAO_0000185,obo.IAO_0000101,is_a,,
